iso_code,DATE,INDICATOR,VALUE,CATEGORY,QUARTER,YEAR,YearQuarter
CRI,2024-04-01,policy_comment,"Actualmente en espera de ingreso de vacuna XBB 1.5, disponible vacuna bivalente para completar esquemas",Older adults,1,2024,2024Q2
CRI,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
CRI,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
CRI,2024-07-01,policy_revacc_interval,anual,Older adults,2,2024,2024Q3
CRI,2024-07-01,policy_comment,Vacuna Moderna XBB1.5,Older adults,2,2024,2024Q3
PAN,2024-07-01,policy_revacc_interval,12 meses,Older adults,2,2024,2024Q3
PAN,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
PAN,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
PAN,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
PAN,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
PAN,2024-04-01,policy_revacc_interval,12 meses,Older adults,1,2024,2024Q2
PAN,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
PAN,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
PAN,2024-10-01,policy_revacc_interval,12 meses,Older adults,3,2024,2024Q4
PAN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
PAN,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
PAN,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
SRB,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
SRB,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
CUB,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
CUB,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
CUB,2024-10-01,policy_revacc_interval,1 año,Older adults,3,2024,2024Q4
CUB,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
CUB,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
CUB,2024-04-01,policy_revacc_interval,1 año,Older adults,1,2024,2024Q2
FJI,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
FJI,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
FJI,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
DOM,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
HRV,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
HRV,2025-01-01,policy_comment,≥65,Older adults,4,2024,2025Q1
HRV,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
HRV,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
ETH,2024-10-01,policy_revacc_interval,6 months,Older adults,3,2024,2024Q4
ETH,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
ETH,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
ETH,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
ETH,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
ETH,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
ETH,2024-10-01,policy_comment,Booster dose,Older adults,3,2024,2024Q4
TGO,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
TGO,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
TGO,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
SWZ,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
SWZ,2025-01-01,policy_revacc,NO,Older adults,4,2024,2025Q1
GIN,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
GIN,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
GIN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
CYP,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
CYP,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
CYP,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
CYP,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
CYP,2024-07-01,policy_comment,moderately or severely immunocompromised,Older adults,2,2024,2024Q3
CYP,2024-07-01,policy_revacc_interval,6 months,Older adults,2,2024,2024Q3
CYP,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
CYP,2024-10-01,policy_comment,moderately or severely immunocompromised,Older adults,3,2024,2024Q4
CYP,2024-10-01,policy_revacc_interval,4 months,Older adults,3,2024,2024Q4
CYP,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
CYP,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
CYP,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
PNG,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
PNG,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
PNG,2025-01-01,policy_comment,"Older adults >45 years, Booster vaccination started on 13 Jan 2022 using AZ and JJ  JJ: 2-6 months after 1st dose AZ: 6 months after 2nd dose (Sinopharm was not recommended)",Older adults,4,2024,2025Q1
PNG,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
PNG,2024-10-01,policy_comment,45 years and up,Older adults,3,2024,2024Q4
PNG,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
PNG,2024-07-01,policy_comment,45 years and up,Older adults,2,2024,2024Q3
PNG,2024-04-01,policy_comment,45 years and up,Older adults,1,2024,2024Q2
PNG,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
GHA,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
GHA,2025-01-01,policy_revacc,NO,Older adults,4,2024,2025Q1
GHA,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
GHA,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
GHA,2024-04-01,policy_revacc_interval,6-12 months,Older adults,1,2024,2024Q2
GHA,2025-01-01,policy_comment,Nil,Older adults,4,2024,2025Q1
GHA,2025-01-01,policy_revacc_interval,OTHER,Older adults,4,2024,2025Q1
HUN,2025-01-01,policy_comment,>60 years,Older adults,4,2024,2025Q1
HUN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
HUN,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
HUN,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
HUN,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
NPL,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
NPL,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
NPL,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
TLS,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
TLS,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
TLS,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BRN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BRN,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
BRN,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
RUS,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
RUS,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
RUS,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
JOR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
JOR,2025-01-01,policy_revacc,NO,Older adults,4,2024,2025Q1
MSR,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
MSR,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
MSR,2024-07-01,policy_revacc_interval,12 months,Older adults,2,2024,2024Q3
UKR,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
UKR,2024-07-01,policy_revacc_interval,6-12  month,Older adults,2,2024,2024Q3
UKR,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
UKR,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
UKR,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
UKR,2024-04-01,policy_revacc_interval,6-12  month,Older adults,1,2024,2024Q2
UKR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
UKR,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
UKR,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
PHL,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
TCD,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
TCD,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
TCD,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
TCD,2025-01-01,policy_comment,RAS,Older adults,4,2024,2025Q1
CMR,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
CMR,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
CMR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
ZMB,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
ZMB,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
ZMB,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
ZMB,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
ZMB,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
ZMB,2024-10-01,policy_revacc_interval,6 months,Older adults,3,2024,2024Q4
BLR,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
BLR,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
BLR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BLR,2024-04-01,policy_revacc_interval,1 раз в 12 мес.,Older adults,1,2024,2024Q2
BLR,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
BLR,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
BLR,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
BLR,2024-07-01,policy_revacc_interval,1 раз в 12 мес.,Older adults,2,2024,2024Q3
BLR,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
COG,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
COG,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
COG,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
NGA,2025-01-01,policy_revacc_interval,OTHER,Older adults,4,2024,2025Q1
NGA,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
NGA,2025-01-01,policy_comment,Two months after 1st dose of J&J for Older Adults aged 50 years and above,Older adults,4,2024,2025Q1
NGA,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
NGA,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
NGA,2024-10-01,policy_comment,Only J&J was available in Nigeria in 2024,Older adults,3,2024,2024Q4
NGA,2024-10-01,policy_revacc_interval,2 Months after first dose of J&J,Older adults,3,2024,2024Q4
NGA,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
NZL,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
NZL,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
NZL,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
BEL,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BEL,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
BEL,2025-01-01,policy_comment,Any person aged 65 years and over,Older adults,4,2024,2025Q1
BEL,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
BEL,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
BEL,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
BEL,2024-07-01,policy_comment,No distinction is being made anymore in Belgium between 'vaccination' and 're-vaccination',Older adults,2,2024,2024Q3
BEL,2024-07-01,policy_revacc_interval,Yearly,Older adults,2,2024,2024Q3
BEL,2024-10-01,policy_comment,No distinction is being made anymore in Belgium between 'vaccination' and 're-vaccination',Older adults,3,2024,2024Q4
BEL,2024-10-01,policy_revacc_interval,Yearly,Older adults,3,2024,2024Q4
BEL,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
BEL,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
BEL,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
BEL,2024-04-01,policy_comment,No distinction is being made anymore in Belgium between 'vaccination' and 're-vaccination',Older adults,1,2024,2024Q2
BEL,2024-04-01,policy_revacc_interval,Yearly,Older adults,1,2024,2024Q2
BEL,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
BHR,2025-01-01,policy_revacc_interval,OTHER,Older adults,4,2024,2025Q1
BHR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
BHR,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
SDN,2025-01-01,policy_revacc,NO,Older adults,4,2024,2025Q1
SDN,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
SYR,2024-04-01,policy_revacc_interval,6 months,Older adults,1,2024,2024Q2
SYR,2024-04-01,policy_revacc,YES,Older adults,1,2024,2024Q2
SYR,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
SYR,2024-10-01,policy_revacc,YES,Older adults,3,2024,2024Q4
SYR,2024-10-01,policy_vacc,YES,Older adults,3,2024,2024Q4
SYR,2024-10-01,policy_revacc_interval,6 months,Older adults,3,2024,2024Q4
SYR,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
SYR,2024-07-01,policy_revacc,YES,Older adults,2,2024,2024Q3
SYR,2024-07-01,policy_revacc_interval,6 months,Older adults,2,2024,2024Q3
SYR,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
SYR,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
SYR,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
SYR,2025-01-01,policy_comment,6 months,Older adults,4,2024,2025Q1
PSE,2024-04-01,policy_vacc,YES,Older adults,1,2024,2024Q2
PSE,2024-04-01,policy_revacc,NO,Older adults,1,2024,2024Q2
PSE,2024-07-01,policy_revacc,NO,Older adults,2,2024,2024Q3
PSE,2024-07-01,policy_vacc,YES,Older adults,2,2024,2024Q3
UGA,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
UGA,2025-01-01,policy_revacc_interval,6_MONTHS,Older adults,4,2024,2025Q1
UGA,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
MAC,2024-10-01,policy_comment,60 years and up,Older adults,3,2024,2024Q4
MAC,2024-10-01,policy_revacc_interval,3 months since last non-XBB COVID-19 dose,Older adults,3,2024,2024Q4
MAC,2024-04-01,policy_comment,60 years and up,Older adults,1,2024,2024Q2
MAC,2024-04-01,policy_revacc_interval,3 months since last non-XBB COVID-19 dose,Older adults,1,2024,2024Q2
MAC,2024-07-01,policy_comment,60 years and up,Older adults,2,2024,2024Q3
MAC,2024-07-01,policy_revacc_interval,3 months since last non-XBB COVID-19 dose,Older adults,2,2024,2024Q3
DEU,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
DEU,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
DEU,2025-01-01,policy_comment,"For adults >= 60 years of age: Baseline immunization consisting of ≥ 3 antigenic contacts (vaccination or infection, with at least 1 vaccine dose). Annual booster vaccination in the fall.",Older adults,4,2024,2025Q1
DEU,2025-01-01,policy_revacc_interval,12_MONTHS,Older adults,4,2024,2025Q1
MNE,2025-01-01,policy_vacc,YES,Older adults,4,2024,2025Q1
MNE,2025-01-01,policy_revacc,YES,Older adults,4,2024,2025Q1
